Concurso,Data Sorteio,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Bola7,Bola8,Bola9,Bola10,Bola11,Bola12,Bola13,Bola14,Bola15
957,41535,24,15,22,5,8,6,1,23,16,25,13,21,4,7,3
958,41537,19,14,24,4,6,20,5,1,9,17,21,16,12,13,22
959,41540,9,19,25,5,12,24,16,20,11,2,22,21,14,23,6
960,41542,16,14,1,6,7,2,24,17,10,4,20,21,12,18,3
961,41544,1,4,18,20,7,12,22,2,11,15,25,21,5,9,3
962,41547,15,1,6,25,14,13,23,21,22,4,17,20,8,9,11
963,41549,11,23,15,14,7,3,19,18,9,16,17,6,4,10,24
964,41551,2,23,4,9,15,1,20,3,10,19,11,7,18,17,21
965,41554,13,18,14,24,19,15,10,22,21,8,16,3,4,11,9
966,41556,4,11,6,21,7,5,12,3,10,17,2,8,25,19,22
967,41558,17,4,25,16,22,11,23,21,2,10,20,8,6,9,3
968,41561,11,7,9,20,19,5,3,4,2,18,14,16,21,13,25
969,41563,16,17,20,18,5,1,4,12,24,3,10,22,19,11,9
970,41565,15,18,6,9,1,17,8,12,19,20,3,21,10,23,24
971,41568,22,24,4,9,7,10,5,20,11,6,18,21,3,23,25
972,41570,22,1,13,15,8,23,25,20,21,11,3,6,16,14,24
973,41572,22,14,6,3,1,24,5,11,8,25,2,20,15,21,18
974,41575,1,21,12,22,6,4,14,10,9,7,19,8,17,15,24
975,41577,11,12,6,10,16,19,2,20,4,1,17,24,14,13,7
976,41579,19,13,25,14,6,2,10,1,23,21,24,7,3,11,4
977,41582,22,1,2,14,11,17,10,7,23,18,13,20,24,8,6
978,41584,13,18,4,11,15,3,16,7,14,5,9,25,12,8,6
979,41586,6,16,9,19,25,23,22,2,21,24,5,10,7,8,14
980,41589,12,22,9,24,20,11,7,10,21,2,6,8,17,13,1
981,41591,22,24,16,6,9,2,4,18,19,1,25,8,3,12,21
982,41594,14,5,23,3,4,21,9,7,1,13,17,18,6,24,20
983,41596,14,8,15,2,10,7,4,18,19,25,5,21,16,11,6
984,41598,25,15,13,4,2,9,24,12,23,10,22,8,11,20,21
985,41600,3,21,9,13,24,6,4,17,12,7,22,14,18,23,25
986,41603,2,14,7,13,1,11,22,21,23,20,15,5,16,24,18
987,41605,22,15,2,20,4,12,9,19,7,13,6,5,18,11,23
988,41607,15,3,20,9,13,7,17,11,1,24,25,5,12,16,19
989,41610,13,15,4,22,10,9,8,19,14,3,24,17,18,6,23
990,41612,7,8,13,19,20,6,24,22,10,11,12,16,15,5,1
991,41614,14,7,9,2,6,22,21,24,17,1,15,12,25,5,18
992,41617,5,17,8,24,20,15,11,13,9,3,19,1,7,4,10
993,41619,7,5,12,17,20,4,2,25,24,9,14,21,10,23,22
994,41621,25,23,12,18,8,15,5,11,16,9,3,22,13,7,14
995,41624,14,2,23,9,20,12,13,8,7,3,22,17,4,24,1
996,41626,20,18,21,9,24,2,17,4,16,6,3,13,25,7,23
997,41628,2,24,22,4,18,7,15,10,19,5,12,23,16,17,9
998,41631,19,1,5,3,22,2,14,12,9,20,11,17,21,23,4
999,41635,6,2,14,16,24,15,18,10,1,13,21,8,12,5,7
1000,41638,13,16,11,14,4,18,22,3,8,17,20,12,15,19,2
1001,41642,23,8,6,17,14,25,21,13,12,10,19,11,5,20,7
1002,41645,22,18,17,8,12,4,24,21,15,20,14,3,13,16,10
1003,41648,1,12,25,3,21,16,10,20,14,17,19,8,2,23,6
1004,41649,12,21,10,3,6,22,15,18,25,19,14,20,2,1,24
1005,41652,21,9,18,20,10,1,14,22,12,19,24,15,16,5,7
1006,41654,4,7,6,5,15,22,13,3,16,23,1,24,20,14,9
1007,41656,24,6,2,20,11,25,9,3,12,7,22,1,23,10,18
1008,41659,19,12,13,7,6,18,3,16,10,8,22,17,9,1,21
1009,41661,9,6,4,12,18,11,24,2,10,20,17,14,22,19,15
1010,41663,11,4,21,8,14,10,1,2,15,19,13,23,6,16,22
1011,41666,4,19,9,25,18,10,17,7,23,3,24,15,1,13,5
1012,41668,16,17,1,25,7,15,12,24,18,9,11,21,14,2,22
1013,41670,7,18,1,4,20,17,3,19,11,21,13,23,10,2,5
1014,41673,13,24,14,10,25,9,2,8,1,18,12,23,17,22,20
1015,41675,3,23,18,13,17,21,1,7,2,5,15,8,20,16,6
1016,41677,15,3,19,20,25,2,21,23,1,12,6,14,5,11,16
1017,41680,21,4,16,10,9,3,2,19,8,11,12,17,23,1,15
1018,41682,11,17,2,19,18,7,5,10,8,16,14,22,12,24,4
1019,41684,22,3,18,8,12,20,7,5,21,2,4,17,23,1,10
1020,41687,7,12,20,21,18,9,5,2,15,24,3,19,11,16,13
1021,41689,1,21,20,13,9,6,14,22,15,18,5,16,10,19,23
1022,41691,25,9,10,21,3,22,18,5,16,7,8,4,24,1,14
1023,41694,21,18,9,11,16,14,8,23,6,22,3,7,13,2,1
1024,41696,7,2,23,4,14,13,20,17,10,9,12,22,11,21,1
1025,41698,16,11,9,22,1,13,19,14,25,7,18,17,2,15,23
1026,41703,1,6,7,12,19,11,20,16,24,18,14,23,5,15,21
1027,41705,10,14,19,1,16,9,25,15,6,5,12,3,8,21,23
1028,41708,4,25,5,11,24,17,20,7,10,19,6,9,8,23,16
1029,41710,2,6,22,13,24,19,14,25,1,18,11,23,17,3,8
1030,41712,19,8,15,16,2,23,11,4,20,3,1,17,9,18,10
1031,41715,12,4,9,24,11,14,17,2,22,5,19,15,1,6,20
1032,41717,23,4,2,6,3,10,20,11,8,17,16,13,18,14,1
1033,41719,13,4,18,17,7,14,12,23,16,6,21,24,22,8,3
1034,41722,8,2,23,3,13,17,12,6,21,10,20,18,14,19,4
1035,41724,15,13,21,19,25,20,7,6,12,14,9,18,23,4,22
1036,41726,14,12,7,22,18,21,4,9,11,5,19,24,10,17,20
1037,41729,11,20,9,25,17,18,1,12,24,5,15,21,6,10,23
1038,41731,8,10,24,19,6,7,20,18,16,9,17,2,13,21,25
1039,41733,21,1,15,18,9,2,19,14,22,20,3,12,24,8,13
1040,41736,10,12,4,23,25,9,2,1,6,16,20,22,13,21,8
1041,41738,25,20,12,21,19,15,24,5,10,23,3,7,13,1,17
1042,41740,7,1,15,10,21,14,16,24,6,11,22,9,3,8,19
1043,41743,6,25,7,17,14,12,18,11,1,2,9,19,8,24,10
1044,41745,17,10,20,24,11,6,12,23,5,2,8,15,4,7,25
1045,41748,24,23,20,6,9,17,3,25,16,2,11,5,22,21,15
1046,41752,13,14,21,3,7,12,18,4,11,25,20,5,22,8,23
1047,41754,15,21,20,11,17,24,8,22,12,7,9,10,16,4,25
1048,41757,15,16,1,20,9,17,10,2,21,25,18,7,3,6,5
1049,41759,18,17,20,9,12,22,25,21,4,23,14,2,5,19,16
1050,41761,24,1,7,15,21,22,25,17,19,4,6,13,10,12,16
1051,41764,3,8,4,7,14,13,16,23,20,10,25,2,18,21,11
1052,41766,18,8,3,1,5,11,24,21,10,23,6,16,20,17,4
1053,41768,14,12,24,17,22,13,2,6,4,1,3,15,18,11,23
1054,41771,20,15,9,5,3,24,17,12,6,16,4,2,25,18,13
1055,41773,12,7,1,24,10,2,8,9,25,22,14,18,13,3,23
1056,41775,22,15,18,4,6,21,10,23,9,14,2,8,5,11,19
1057,41778,19,25,13,7,20,11,9,6,23,4,21,16,14,1,8
1058,41780,22,9,24,17,6,12,25,18,13,4,21,20,7,5,16
1059,41782,21,24,8,19,3,20,7,15,16,11,2,1,22,5,14
1060,41785,17,7,20,13,4,14,16,8,2,15,1,5,22,23,21
1061,41787,24,12,15,2,14,23,16,21,5,22,3,7,19,9,8
1062,41789,8,7,13,4,9,16,23,17,3,19,15,11,5,25,20
1063,41792,14,24,6,10,16,25,15,7,13,2,22,5,21,12,20
1064,41794,15,25,9,7,11,10,14,2,24,8,16,18,19,21,3
1065,41796,12,20,14,21,5,15,4,2,19,24,6,25,17,22,3
1066,41799,10,24,6,16,21,5,4,22,14,11,17,19,2,18,23
1067,41801,21,15,1,3,5,14,2,11,17,4,10,25,7,13,22
1068,41803,24,20,18,10,14,17,11,13,21,15,16,6,2,22,7
1069,41806,22,23,17,15,1,11,16,4,8,12,3,10,13,25,24
1070,41808,9,22,18,23,4,20,25,11,13,19,12,10,21,16,24
1071,41810,11,6,14,16,3,2,13,17,21,4,22,24,5,10,12
1072,41813,2,4,7,22,23,25,14,17,20,3,13,1,5,15,9
1073,41815,13,20,17,16,23,5,3,6,1,19,22,4,7,24,21
1074,41817,9,10,8,25,13,11,17,22,23,24,21,1,4,7,20
1075,41820,21,15,16,24,6,17,1,18,22,12,2,23,25,9,10
1076,41822,18,15,12,11,20,13,17,9,16,25,4,14,21,10,22
1077,41824,20,19,12,13,2,5,8,24,7,15,6,21,14,10,1
1078,41827,23,13,6,24,11,25,2,10,21,7,18,17,5,4,9
1079,41829,15,24,6,11,22,5,13,20,16,19,8,17,7,21,14
1080,41831,5,14,3,17,12,21,2,16,10,6,23,22,15,25,11
1081,41834,21,10,5,16,13,12,14,1,15,22,18,19,6,7,23
1082,41836,24,10,9,19,11,7,23,16,3,18,17,21,13,22,15
1083,41838,1,18,20,11,16,24,17,4,6,23,2,13,3,22,21
1084,41841,7,4,24,25,17,18,1,6,21,13,9,5,3,2,10
1085,41843,25,19,21,7,9,14,6,10,18,23,8,3,24,16,22
1086,41845,19,7,24,21,12,15,5,17,2,13,18,4,10,22,23
1087,41848,6,17,19,2,24,18,16,20,12,3,23,4,9,13,21
1088,41850,6,19,12,22,7,3,1,2,18,10,5,13,9,20,23
1089,41852,15,8,4,16,24,3,23,6,2,13,22,14,12,21,19
1090,41855,11,22,15,9,5,21,14,20,24,18,13,3,10,8,17
1091,41857,5,7,6,25,16,4,23,24,13,20,14,10,9,2,12
1092,41859,25,4,24,5,20,9,14,22,8,11,13,12,15,18,19
1093,41862,1,10,5,11,6,18,4,9,25,22,23,24,21,2,13
1094,41864,22,5,16,10,3,2,9,8,14,1,4,6,12,19,25
1095,41866,16,2,24,9,15,21,22,5,18,25,6,17,3,23,7
1096,41869,25,12,8,4,22,20,13,23,2,7,10,14,21,15,1
1097,41871,10,4,16,9,24,12,15,23,18,25,20,19,14,5,6
1098,41873,11,14,12,7,25,24,23,16,3,10,15,4,18,8,5
1099,41876,8,22,14,7,11,16,6,3,24,25,23,21,2,12,13
1100,41878,24,16,7,11,14,18,6,10,23,20,5,19,9,15,12
1101,41880,1,10,3,25,24,23,11,18,17,19,6,2,9,15,13
1102,41889,3,20,18,6,8,2,19,15,23,24,21,14,22,12,5
1103,41890,10,7,12,14,18,4,25,5,16,2,21,9,20,11,22
1104,41892,15,9,14,2,21,6,19,18,11,8,23,22,13,16,5
1105,41894,11,9,13,25,24,17,18,15,1,6,4,20,23,7,2
1106,41897,11,10,15,24,19,3,12,14,23,2,13,16,4,21,9
1107,41899,1,19,16,10,4,18,20,11,24,12,8,21,14,9,2
1108,41901,12,17,25,22,21,8,14,2,1,5,7,13,24,9,4
1109,41904,4,9,8,1,6,11,17,20,7,18,19,21,25,5,10
1110,41906,25,1,15,10,9,2,3,4,6,20,24,22,19,17,18
1111,41908,15,9,2,13,23,14,22,6,25,3,24,16,11,12,4
1112,41911,17,16,20,7,2,22,15,8,12,1,24,6,3,18,13
1113,41913,7,22,24,1,15,20,19,17,9,25,14,12,6,13,3
1114,41915,20,5,8,18,12,6,22,4,11,10,19,1,15,2,3
1115,41918,8,23,3,22,17,11,20,18,7,24,9,10,2,12,25
1116,41920,1,6,9,5,25,22,12,21,2,4,15,18,3,17,24
1117,41922,8,19,11,16,12,13,15,21,1,3,5,23,7,14,2
1118,41925,24,11,5,14,1,13,8,15,25,10,2,21,23,6,20
1119,41927,18,5,15,12,3,17,7,10,1,20,14,6,23,2,8
1120,41929,5,9,10,13,8,24,19,4,2,18,17,14,16,12,6
1121,41932,1,17,22,23,4,9,8,25,20,6,2,12,5,18,11
1122,41934,16,3,21,7,11,12,13,2,19,24,10,25,14,20,23
1123,41936,13,6,4,8,11,24,22,10,16,15,19,23,7,2,17
1124,41939,6,22,13,12,24,3,15,1,5,19,4,25,21,10,8
1125,41941,22,4,12,3,13,18,1,25,16,11,6,17,21,15,9
1126,41943,16,13,25,7,3,12,22,24,17,19,8,5,18,23,6
1127,41946,22,3,6,13,15,16,9,24,17,1,14,8,11,23,4
1128,41948,3,7,10,1,11,2,24,16,14,4,25,6,17,20,12
1129,41950,21,3,22,18,17,5,13,19,7,2,8,4,16,23,12
1130,41953,2,5,1,12,8,22,15,13,25,14,20,17,10,11,24
1131,41955,2,3,25,6,14,15,4,21,20,12,24,22,17,16,19
1132,41957,17,22,1,23,12,7,9,8,14,11,21,6,2,13,24
1133,41960,6,8,16,4,13,18,12,9,2,24,10,14,25,7,5
1134,41962,10,2,17,13,14,23,11,4,20,1,25,18,8,12,15
1135,41964,16,9,4,18,15,17,3,10,8,5,23,24,12,25,19
1136,41967,6,22,10,1,19,11,24,7,9,17,5,15,2,18,21
1137,41969,23,21,15,8,9,2,5,19,11,4,20,12,7,10,25
1138,41971,13,1,21,7,20,22,11,6,5,3,16,2,18,15,10
1139,41974,18,22,17,16,2,1,19,15,11,6,3,25,14,21,13
1140,41976,24,21,3,20,15,4,10,19,7,8,23,5,6,18,25
1141,41978,18,9,17,11,5,16,10,24,22,6,12,25,13,15,23
1142,41981,24,22,10,20,9,23,16,15,12,7,8,13,19,4,2
1143,41983,1,3,4,10,11,18,12,23,13,14,17,6,16,24,25
1144,41985,4,24,25,7,6,18,2,8,23,17,10,19,3,14,13
1145,41988,13,17,14,15,6,5,9,11,3,23,8,16,18,4,24
1146,41990,24,17,2,7,13,21,4,3,11,22,25,15,19,5,18
1147,41992,12,14,22,11,1,20,18,8,6,15,19,9,16,7,25
1148,41995,5,17,3,24,6,14,19,1,13,16,10,4,18,9,20
1149,41997,21,19,8,2,1,23,18,6,12,7,15,22,10,3,17
1150,41999,12,11,20,13,9,18,7,17,23,22,5,8,24,15,14
1151,42002,11,3,24,7,15,21,12,25,9,22,16,1,14,10,20
1152,42004,10,19,3,18,4,20,22,8,9,16,7,5,25,12,21
1153,42006,3,9,18,6,25,12,2,1,5,24,19,20,13,15,8
1154,42009,3,15,4,25,17,1,11,21,13,16,10,5,24,19,23
1155,42011,22,24,13,12,4,19,18,8,9,3,16,2,25,15,1
1156,42013,3,1,22,15,13,25,21,12,11,24,17,4,14,6,7
1157,42016,2,6,11,8,16,5,18,22,4,21,7,24,13,15,12
1158,42018,3,2,13,15,19,25,16,10,22,20,7,5,17,24,14
1159,42020,15,8,4,24,16,2,22,1,14,6,17,23,9,25,3
1160,42023,7,17,6,4,22,18,10,16,11,5,25,15,8,2,21
1161,42025,2,1,25,22,11,5,19,17,4,18,6,15,8,24,10
1162,42027,19,21,3,13,25,11,15,20,1,18,23,9,7,4,24
1163,42030,24,11,7,13,21,14,12,16,6,9,17,23,19,2,20
1164,42032,4,5,15,20,8,17,10,3,23,21,11,24,13,22,25
1165,42034,18,9,12,21,22,25,3,8,10,19,2,5,15,17,1
1166,42037,19,2,17,14,10,20,21,6,15,12,5,18,24,9,4
1167,42039,23,7,5,2,16,18,4,12,11,15,9,14,8,21,1
1168,42041,16,25,24,4,8,11,19,13,23,1,5,9,7,10,3
1169,42044,22,21,4,15,8,18,9,17,25,12,16,3,24,2,7
1170,42046,10,1,18,4,8,15,13,22,20,2,21,7,16,25,19
1171,42048,17,14,21,8,12,16,18,23,1,13,22,20,11,7,15
1172,42053,24,11,8,20,10,12,25,9,13,23,19,16,6,14,2
1173,42055,21,16,11,9,4,8,22,20,1,2,18,5,19,14,7
1174,42058,5,15,3,11,6,10,1,13,2,23,18,19,9,8,17
1175,42060,8,19,24,15,12,23,21,1,3,25,10,4,14,20,13
1176,42062,5,7,16,19,25,15,12,23,2,20,13,11,3,10,18
1177,42065,9,17,2,10,16,3,11,25,22,12,23,20,8,6,5
1178,42067,20,4,16,19,1,17,11,7,9,18,24,8,23,12,21
1179,42069,9,7,15,5,19,8,20,21,6,1,2,25,3,13,18
1180,42072,9,10,22,11,7,23,2,13,19,6,20,1,14,15,8
1181,42074,23,21,24,9,11,14,20,5,4,8,3,13,7,22,6
1182,42076,21,8,16,6,18,10,20,13,22,7,12,24,25,3,19
1183,42079,16,22,4,20,1,11,14,25,15,13,19,3,18,24,9
1184,42081,6,21,19,25,16,18,4,2,11,14,20,17,12,7,10
1185,42083,25,13,3,24,21,5,9,14,16,6,19,18,22,7,23
1186,42086,14,4,5,24,20,22,6,9,15,23,2,16,11,1,18
1187,42088,22,23,11,16,21,8,12,2,4,19,10,25,7,14,1
1188,42090,2,6,23,5,10,18,24,1,14,8,13,22,20,12,4
1189,42093,12,19,5,25,18,13,4,20,9,8,21,17,14,3,15
1190,42095,23,9,21,17,10,25,14,2,3,4,15,16,22,11,6
1191,42098,18,7,1,24,17,22,10,14,3,2,16,5,25,12,13
1192,42100,15,20,5,16,19,9,21,2,6,12,1,3,13,4,11
1193,42102,1,9,23,25,18,7,4,15,8,14,10,20,19,22,13
1194,42104,23,12,10,2,18,9,8,16,22,19,25,24,15,17,4
1195,42107,10,5,12,11,17,1,22,20,15,6,19,14,25,18,9
1196,42109,12,4,17,9,20,8,23,16,11,1,6,2,7,19,18
1197,42111,17,14,8,13,5,18,4,7,1,24,25,6,20,16,11
1198,42114,23,6,3,1,15,11,7,21,10,4,25,17,9,20,22
1199,42116,4,25,2,21,6,1,10,24,22,14,15,5,16,3,19
1200,42118,16,6,10,14,8,22,7,5,11,12,24,25,4,15,3
1201,42121,22,16,19,9,10,25,14,20,11,21,24,18,23,6,5
1202,42123,10,4,17,2,3,18,23,16,8,25,24,14,13,20,19
1203,42126,2,23,6,1,17,24,12,11,5,25,14,3,13,22,15
1204,42128,9,22,15,23,1,5,20,12,2,21,19,8,13,7,16
1205,42130,18,11,20,25,3,8,1,17,21,24,22,12,9,14,6
1206,42132,11,7,1,21,23,25,15,5,3,24,14,22,18,13,10
1207,42135,21,3,13,9,15,12,1,11,19,18,14,24,10,4,7
1208,42137,20,14,19,15,25,5,24,22,10,3,1,11,4,18,2
1209,42139,9,4,5,19,3,14,15,18,20,7,10,24,8,16,11
1210,42142,13,22,25,19,21,11,15,20,1,2,16,8,10,18,4
1211,42144,17,2,7,23,3,16,10,11,20,24,12,15,5,1,13
1212,42146,9,2,17,1,6,7,18,24,3,20,10,8,5,16,15
1213,42149,25,17,10,20,7,5,18,9,14,24,8,3,2,6,23
1214,42151,23,19,20,13,4,21,5,2,7,9,18,1,14,3,8
1215,42153,14,21,15,18,20,3,9,24,13,22,12,17,7,11,16
1216,42156,18,15,2,17,10,24,14,20,1,21,22,12,3,23,7
1217,42158,12,10,11,13,17,1,9,19,25,3,8,20,7,6,24
1218,42160,11,2,21,5,13,18,3,7,9,14,23,10,20,4,1
1219,42163,5,23,6,8,25,22,10,9,2,14,3,16,4,19,20
1220,42165,23,3,20,18,7,14,4,6,13,17,25,19,5,2,9
1221,42167,10,22,3,24,18,19,15,2,12,6,9,23,14,4,21
1222,42170,9,4,13,15,2,20,8,5,22,24,3,11,10,1,17
1223,42172,22,18,21,14,20,6,8,17,23,7,10,2,16,9,13
1224,42174,19,8,2,12,1,15,18,4,14,5,16,6,17,11,9
1225,42177,24,20,2,5,15,7,3,23,17,25,18,14,13,11,21
1226,42179,8,23,24,10,7,15,22,14,1,11,19,21,5,17,3
1227,42181,25,10,11,21,14,1,19,7,9,13,12,8,2,17,22
1228,42184,7,9,4,12,3,10,1,2,17,23,6,22,24,13,20
1229,42186,14,17,20,7,3,25,19,5,8,22,2,6,1,24,13
1230,42188,19,17,8,11,21,7,12,5,6,18,1,10,13,2,3
1231,42191,22,7,12,1,13,25,3,20,5,4,15,8,16,21,18
1232,42193,15,25,5,24,13,23,3,10,6,19,9,16,14,21,2
1233,42195,16,5,1,9,4,15,18,25,17,23,22,19,14,10,13
1234,42198,10,18,1,19,24,2,17,5,25,14,9,16,20,21,8
1235,42200,13,12,6,4,10,24,11,2,18,20,17,15,3,1,9
1236,42202,2,9,25,23,6,5,1,3,11,17,19,12,10,7,13
1237,42205,22,12,24,3,14,25,21,8,6,10,5,9,7,18,13
1238,42207,17,14,5,15,18,11,2,9,13,16,3,21,25,8,7
1239,42209,14,24,16,12,9,15,10,18,8,11,20,6,22,13,5
1240,42212,18,22,13,24,16,1,20,5,6,4,9,19,12,2,3
1241,42214,1,10,25,9,15,4,17,8,11,5,12,20,24,22,13
1242,42216,24,14,20,1,7,15,16,5,4,25,2,19,23,11,21
1243,42219,4,25,17,14,5,1,8,2,16,15,13,12,22,24,6
1244,42221,16,19,10,7,17,3,12,13,1,23,11,21,5,9,25
1245,42223,21,6,25,16,5,9,18,19,3,11,8,15,17,4,2
1246,42226,19,24,8,18,13,10,17,22,7,1,12,16,9,4,25
1247,42228,11,24,19,15,25,20,3,9,8,16,7,2,17,18,23
1248,42230,22,19,17,24,15,20,1,5,25,13,12,10,16,11,3
1249,42233,18,14,5,19,9,25,12,3,13,22,24,4,15,6,20
1250,42235,25,24,10,15,5,9,19,3,17,2,7,18,14,20,4
1251,42237,25,21,10,6,14,8,16,15,9,17,20,2,23,7,19
1252,42240,10,21,12,3,9,24,23,4,1,15,5,11,20,8,6
1253,42242,16,20,1,18,15,7,3,23,11,2,6,25,24,5,22
1254,42244,17,14,15,22,16,8,9,21,11,23,2,20,12,18,3
1255,42255,14,13,2,6,4,25,16,1,9,21,20,7,23,18,10
1256,42256,13,11,6,18,19,23,1,15,12,22,8,10,2,14,16
1257,42258,1,10,13,19,8,2,22,6,20,14,12,5,11,25,16
1258,42261,6,2,10,21,4,20,9,13,12,8,3,5,23,25,14
1259,42263,18,20,23,13,2,17,9,5,10,14,8,22,19,16,25
1260,42265,6,15,4,24,2,22,7,18,14,11,20,3,1,5,17
1261,42268,5,17,12,25,20,4,18,10,21,16,19,15,7,1,22
1262,42270,22,4,12,11,23,1,21,6,24,16,13,3,17,20,8
1263,42272,9,8,20,22,11,16,12,5,23,13,4,3,25,18,10
1264,42275,23,4,11,12,22,25,5,14,8,1,21,17,24,10,18
1265,42277,25,13,23,4,16,22,1,11,3,14,19,15,7,2,24
1266,42279,20,15,23,8,3,11,6,14,13,2,1,5,24,9,10
1267,42282,18,7,5,3,17,12,9,6,15,2,16,22,25,13,11
1268,42284,18,1,11,7,21,24,13,15,3,2,8,22,17,12,6
1269,42286,11,14,22,7,13,5,17,18,21,23,8,4,16,20,1
1270,42290,5,3,23,8,25,2,10,1,13,11,6,4,21,9,20
